WAFER_ID,STAGE,AVG_REMOVAL_RATE,group
1844206918,A,154.55625,high
1844206922,A,151.0689,high
1844206926,A,153.6759,high
1844206942,A,149.75625,high
1844206984,A,149.64345,high
1844206988,A,147.05535,high
1844207004,A,150.29145,high
1844207008,A,149.6013,high
1844207012,A,147.56805,high
1844207016,A,147.64815,high
1844207020,A,147.64665,high
1844207024,A,152.8851,high
1846206722,A,152.5488,high
1846206726,A,150.5889,high
1846206730,A,150.9303,high
1846206738,A,155.45445,high
1846206754,A,149.76435,high
1846206758,A,151.95285,high
1846206762,A,146.96835,high
1846206766,A,148.85355,high
1846206774,A,154.09125,high
1846206778,A,152.08515,high
1846206782,A,149.47245,high
1846206912,A,149.97495,high
1846206920,A,145.7394,high
1846206924,A,149.92395,high
1846206928,A,149.8503,high
1852206918,A,159.7026,high
1852206930,A,159.4644,high
1852206934,A,155.8158,high
1852206942,A,162.6417,high
1852206980,A,156.49545,high
1852206992,A,157.24065,high
1852206996,A,158.2758,high
1852207004,A,158.25015,high
1852207008,A,157.58925,high
1852207012,A,160.9824,high
1852207016,A,157.18455,high
1852207024,A,154.60515,high
1852207028,A,159.61155,high
1852207032,A,157.0176,high
1852207036,A,155.8752,high
1854206786,A,147.8568,high
1854206790,A,152.28885,high
1854206798,A,153.3726,high
1854206806,A,153.2358,high
1854206810,A,155.4033,high
1854206814,A,157.88175,high
1854206818,A,155.68635,high
1854206822,A,152.95125,high
1854206830,A,150.9534,high
1854206842,A,153.5334,high
1854206880,A,153.90015,high
1854206888,A,151.5282,high
1854206892,A,155.33235,high
2056207360,A,158.7663,high
2056207368,A,147.7914,high
2056207372,A,154.31715,high
2056207384,A,153.28515,high
2056207392,A,157.00575,high
2056207396,A,153.6072,high
2056207400,A,152.68305,high
2056207404,A,156.5634,high
2056207408,A,147.5847,high
2056207412,A,146.84295,high
2056207416,A,154.3845,high
2056207420,A,149.19945,high
2056207558,A,151.85055,high
2056207562,A,155.78985,high
2056207566,A,154.2108,high
2058207552,A,153.57315,high
2058207556,A,152.2884,high
2058207560,A,147.975,high
2058207564,A,152.9673,high
2058207618,A,142.38285,high
2058207622,A,147.2622,high
2058207630,A,150.79695,high
2058207646,A,147.56265,high
2058207658,A,153.32505,high
2058207662,A,150.4917,high
2058207666,A,147.70725,high
2058207670,A,146.2707,high
2058207678,A,148.0416,high
2062207560,A,155.5752,high
2062207568,A,154.79505,high
2062207572,A,157.17945,high
2062207576,A,153.5691,high
2062207580,A,152.8959,high
2062207626,A,157.4319,high
2062207634,A,153.12735,high
2062207642,A,155.7486,high
2062207646,A,159.84915,high
2062207654,A,157.90155,high
2062207658,A,160.8633,high
2062207662,A,155.96205,high
2062207666,A,156.33555,high
2062207674,A,158.73885,high
2064207376,A,151.99035,high
2064207388,A,154.13565,high
2064207392,A,156.93165,high
2064207404,A,154.1364,high
2064207412,A,155.9178,high
2064207420,A,157.59375,high
2064207570,A,145.27995,high
2064207574,A,152.20185,high
2064207578,A,153.22305,high
2064207582,A,152.25345,high
2066207556,A,152.6031,high
2066207572,A,148.4688,high
2066207638,A,152.1099,high
2066207654,A,147.75465,high
2066207658,A,154.8909,high
2066207662,A,144.68265,high
2066207666,A,150.2016,high
2066207674,A,151.3467,high
2066207678,A,149.9028,high
2068207526,A,153.5343,high
2068207530,A,144.85365,high
2068207550,A,144.41715,high
2070207528,A,151.17435,high
2070207532,A,153.8523,high
2070207682,A,149.4942,high
2070207686,A,155.46525,high
2070207690,A,149.62095,high
2070207694,A,153.3288,high
2070207698,A,152.4831,high
2070207702,A,157.05285,high
2070207706,A,154.14795,high
2070207714,A,154.76025,high
2070207718,A,154.9548,high
2070207726,A,155.68185,high
2076207424,A,155.06985,high
2076207436,A,153.14775,high
2076207444,A,154.6014,high
2076207476,A,154.3755,high
2076207480,A,150.46965,high
2076207484,A,148.9098,high
2076207526,A,158.02485,high
2076207546,A,151.9125,high
2078207496,A,151.5633,high
2104497922,B,61.94955,low
2110498180,A,76.7823,low
2110498228,A,74.7474,low
2114498118,A,70.82595,low
2655292676,A,77.9922,low
2655292676,B,95.60205,low
2655292684,A,76.8294,low
2655292684,B,93.74595,low
2655292700,B,86.5329,low
2655292708,B,95.51445,low
2655292712,B,97.2468,low
2655292716,B,89.90775,low
2655292922,B,88.9599,low
2657292900,A,80.43405,low
2657292942,A,76.1862,low
2657292950,A,73.98945,low
2663292680,A,75.97005,low
2663292680,B,80.5098,low
2663292684,B,88.96125,low
2663292688,A,79.65045,low
2663292688,B,86.42175,low
2663292696,B,85.6881,low
2663292700,B,86.7111,low
2663292720,A,72.1563,low
2663292724,A,76.23855,low
2663292728,A,64.7448,low
2663292728,B,94.31475,low
2663292922,B,90.2769,low
2665292900,A,75.5895,low
2665292900,B,90.4239,low
2665292916,A,74.394,low
2665292920,B,81.0303,low
2665292924,A,78.2805,low
2665292924,B,91.0362,low
2665292934,B,79.85055,low
2665292942,B,85.4217,low
2665292946,B,91.1082,low
2665292950,B,82.1724,low
2665292986,A,78.19155,low
2665292986,B,89.40465,low
2665292990,B,97.47975,low
2667292672,B,90.6483,low
2667292676,A,75.87015,low
2667292676,B,96.3981,low
2667292680,A,81.3213,low
2667292704,B,93.0291,low
2667292708,A,79.9104,low
2667292712,B,87.42225,low
2667292716,A,76.39095,low
2667292720,B,84.65415,low
2667292866,B,94.9788,low
2667292870,B,87.783,low
2667292874,A,74.82855,low
2667292878,B,93.70605,low
2667292894,A,79.21215,low
2667292894,B,89.53875,low
2669292930,B,87.5064,low
2669292938,B,92.01885,low
2669292962,B,83.67975,low
2669292970,B,88.42305,low
2703293042,A,54.82875,low
2703293046,B,60.10935,low
2703293050,A,61.77915,low
2703293054,A,56.79555,low
2703293060,B,59.27085,low
2703293068,B,59.48385,low
2703293072,B,63.99765,low
2703293076,B,60.3726,low
2707293030,A,72.54285,low
2707293042,A,68.2245,low
2707293050,A,69.43485,low
2707293054,B,67.09305,low
2707293076,A,70.3011,low
2707293108,A,83.36445,low
2707293112,B,88.3725,low
2709292810,B,89.1222,low
2709292838,B,85.69455,low
2709292842,A,81.7785,low
2709292846,B,88.00155,low
2709292850,A,84.72675,low
2709292850,B,89.59815,low
2709292854,A,84.9639,low
2709292858,A,83.75475,low
2709292862,A,77.8455,low
2717292802,A,60.1968,low
2717292802,B,63.93645,low
2717292818,B,77.61765,low
2717292822,A,72.0921,low
2717292822,B,74.14575,low
2717292834,A,70.43655,low
2717292838,A,70.90125,low
2717292842,B,72.813,low
2717292858,A,66.2304,low
2717292858,B,68.23875,low
2717292862,A,69.18045,low
2911013960,A,74.9115,low
2911013964,B,91.7526,low
2911013972,A,74.4585,low
2911013972,B,95.1084,low
2911013976,A,78.51765,low
2911013980,A,82.21785,low
2911013992,A,73.4631,low
2911014050,B,91.6953,low
2913014234,A,83.15835,low
2913014238,B,92.02575,low
2913014250,B,87.5745,low
2915014054,A,77.50935,low
2917014064,B,87.1053,low
2917014230,A,73.83915,low
2917014230,B,87.27075,low
2917014250,A,72.1308,low
2917014250,B,88.10025,low
2917014262,B,85.4862,low
2917014266,A,74.664,low
2917014270,A,75.6558,low
2917014270,B,90.76995,low
2919013980,A,71.643,low
2921014246,A,69.43905,low
2921014258,A,69.64515,low
2921014270,A,69.9084,low
2939014266,B,86.59425,low
2939014292,A,86.77335,low
2939014292,B,86.31195,low
2939014300,A,83.10525,low
2939014300,B,84.82605,low
2941014050,B,87.0621,low
2941014078,A,86.8872,low
29494096,A,74.44695,low
29494096,B,87.43395,low
29494108,A,74.1564,low
29494108,B,88.94865,low
29494116,A,75.30645,low
29494116,B,85.6857,low
29494128,B,87.93255,low
29494136,A,75.8166,low
29494136,B,87.8307,low
29494140,B,91.3503,low
29494154,A,75.9921,low
29494154,B,86.64645,low
29494162,A,77.14635,low
29494170,A,74.8374,low
29494170,B,94.43955,low
2975014144,A,69.90225,low
2975014148,A,71.10975,low
2975014152,A,78.71865,low
2975014160,B,70.5336,low
2975014168,A,77.2398,low
2975014168,B,68.7249,low
2975014172,A,76.0518,low
2975014180,B,71.2785,low
2975014184,A,74.54235,low
2975014188,A,74.40255,low
2975014200,B,73.5189,low
2975014374,A,74.92335,low
2975014374,B,73.8438,low
2975014378,B,71.2356,low
2977014368,A,76.713,low
2977014372,B,71.35335,low
2977014380,A,76.5222,low
2977014406,B,72.36585,low
2977014410,A,76.1562,low
2977014410,B,72.64965,low
2977014414,B,72.76575,low
2977014418,B,68.89545,low
2979014144,A,76.92135,low
2979014148,A,78.30795,low
2979014148,B,69.9189,low
2979014152,A,80.80005,low
2979014164,A,77.2539,low
2979014168,A,74.913,low
2979014168,B,78.07065,low
2979014172,B,73.06665,low
2979014180,A,73.6695,low
2979014184,A,76.9923,low
2979014184,B,71.38245,low
2979014196,A,70.74945,low
2979014378,B,71.3613,low
2979014382,B,79.93305,low
2979014390,B,76.3365,low
2981014384,A,76.3284,low
2981014388,A,80.0391,low
2981014388,B,72.2454,low
2981014396,A,76.97835,low
2981014396,B,66.7824,low
2981014402,B,71.53665,low
2981014410,A,77.6814,low
2981014410,B,69.0447,low
2981014414,B,75.1314,low
2981014418,B,72.79215,low
2981014422,A,77.39625,low
2981014426,A,77.37015,low
2981014442,B,74.5371,low
2983014176,B,80.3274,low
2983014200,A,82.2705,low
2983014200,B,86.75685,low
2985014372,B,81.46425,low
2985014384,A,78.8223,low
2985014392,A,80.17725,low
2985014396,B,88.0542,low
2985014402,A,83.6112,low
2985014406,B,75.0927,low
2985014410,B,78.06525,low
2985014414,A,72.88755,low
2985014422,A,68.32365,low
2985014426,A,75.71655,low
2985014426,B,74.6724,low
2985014454,A,75.75135,low
2985014458,B,78.24915,low
2985014462,A,74.43165,low
2987014148,B,73.0602,low
2987014184,A,74.1681,low
2987014192,A,83.5218,low
2987014196,B,91.3065,low
2989014348,A,82.89615,low
2989014438,B,85.3947,low
2989014450,B,81.57225,low
2989014454,B,78.0339,low
2999014220,B,67.5474,low
2999014228,B,83.3613,low
2999014310,B,63.5436,low
2999014314,A,76.5312,low
3003014256,B,68.0238,low
3005014324,A,80.96775,low
3005014324,B,69.22395,low
3005014494,B,70.82985,low
3005014526,A,77.394,low
3009014470,A,74.62365,low
3009014494,A,81.48765,low
3011014208,B,83.7336,low
3011014212,B,79.6245,low
3011014220,B,81.7974,low
3011014228,A,72.31815,low
3011014264,B,81.99945,low
3011014268,B,83.0055,low
3011014278,A,74.01555,low
3013014292,A,75.9663,low
3013014296,A,72.84075,low
3013014486,B,85.67175,low
3013014490,A,76.84515,low
3013014506,A,71.3712,low
3015014208,A,79.43145,low
3015014208,B,73.40715,low
3015014228,B,73.1484,low
3015014244,B,85.10355,low
3015014248,A,76.38435,low
3015014252,A,70.7031,low
3015014256,B,80.18385,low
3015014268,A,80.2101,low
3015014294,A,77.3751,low
3015014302,A,84.67995,low
3017014276,A,70.98945,low
3017014288,A,73.58325,low
3017014288,B,74.44095,low
3017014292,A,71.37885,low
3017014296,A,73.64985,low
3017014300,A,72.08715,low
3017014470,A,73.54815,low
3017014470,B,85.0212,low
3017014490,B,86.1207,low
3017014494,B,85.0308,low
3017014498,A,77.03775,low
3017014506,A,76.0044,low
3017014510,B,80.6004,low
3017014514,A,81.68865,low
3017014522,A,73.52445,low
3021014274,A,81.99375,low
3021014274,B,83.87505,low
3021014278,B,86.9703,low
3021014286,A,77.74695,low
3021014286,B,80.4021,low
3021014290,B,89.037,low
3021014294,B,72.50955,low
3021014298,B,88.94625,low
3021014306,A,78.28005,low
3021014306,B,87.4209,low
3021014314,B,80.29665,low
3021014318,A,78.74865,low
3021014322,B,85.82955,low
3021014496,B,87.26715,low
3021014500,B,87.69855,low
3021014508,A,74.98635,low
3021014508,B,84.01875,low
3023014506,A,83.7282,low
3023014514,A,74.2611,low
3023014514,B,87.00465,low
3023014518,A,74.5659,low
3023014518,B,87.87435,low
3023014526,A,81.31365,low
3023014536,A,77.7906,low
3023014544,B,76.45845,low
3023014548,A,78.94215,low
3023014548,B,79.3944,low
3023014552,A,76.35735,low
3025014278,A,80.508,low
3025014282,A,82.8951,low
3025014282,B,77.8269,low
3025014286,A,81.1032,low
3025014294,A,76.7817,low
3025014302,A,79.6812,low
3027014502,A,78.12255,low
3027014522,A,77.53845,low
3027014528,A,75.1116,low
3027014528,B,87.0783,low
3027014536,B,95.3712,low
3027014544,A,74.9385,low
3027014552,B,91.45425,low
3027014556,B,86.9031,low
3027014564,A,73.24965,low
3027014580,B,86.92755,low
3027014584,B,86.3625,low
3027014588,A,81.2301,low
3029014274,A,76.27245,low
3029014282,B,90.99915,low
3029014286,B,90.53775,low
3029014330,A,75.0054,low
3029014464,A,77.2944,low
3029014464,B,87.32445,low
3029014468,A,81.1284,low
3029014472,A,73.57155,low
3029014472,B,87.44205,low
3029014476,A,77.17725,low
3029014476,B,92.5014,low
3031014466,A,70.8684,low
3031014466,B,88.93695,low
3031014528,A,73.87755,low
3031014528,B,87.1047,low
3031014536,A,72.3561,low
3031014540,A,76.19625,low
3031014564,B,92.82675,low
3031014568,A,69.67035,low
3031014568,B,86.2803,low
3031014576,B,86.8221,low
3031014580,A,70.31985,low
3031014584,A,72.4371,low
3031014588,B,83.95515,low
3033014282,B,86.8794,low
3033014286,A,81.69075,low
3033014286,B,85.33245,low
3033014306,A,72.11775,low
3033014306,B,89.23815,low
3033014314,A,74.9001,low
3033014318,B,90.4701,low
3033014326,A,72.4143,low
3033014326,B,86.95065,low
3033014330,B,89.7015,low
3033014334,B,85.78935,low
3033014464,A,78.20475,low
3035014478,B,87.43395,low
3035014482,B,84.8715,low
3035014490,A,73.4565,low
3035014494,B,80.9778,low
3035014548,B,84.91215,low
3037014298,A,77.26725,low
3037014302,B,87.9141,low
3037014322,B,82.59735,low
3037014334,A,76.05255,low
3037014334,B,91.99545,low
3037014464,B,86.41125,low
3037014480,A,73.93245,low
3037014480,B,83.46315,low
3037014488,A,75.69735,low
3037014488,B,85.9797,low
31494168,A,75.1479,low
31494172,B,81.77625,low
31494350,A,73.61865,low
31494354,A,72.08775,low
31494362,A,73.8966,low
31494370,A,74.36985,low
31494374,A,76.6848,low
31494378,A,73.24275,low
319446604,A,151.12455,high
319446612,A,149.53875,high
319446616,A,149.46675,high
319446628,A,158.1276,high
319446648,A,155.37075,high
321446688,A,144.6135,high
321446716,A,146.4642,high
321446850,A,148.0254,high
321446858,A,149.5467,high
321446862,A,148.9725,high
321446870,A,150.92355,high
321446874,A,149.0052,high
321446878,A,144.37395,high
323446592,A,146.9262,high
323446596,A,147.8013,high
323446600,A,150.0252,high
323446604,A,145.2105,high
323446608,A,148.91535,high
323446612,A,148.91565,high
323446616,A,147.3105,high
323446620,A,152.268,high
323446628,A,151.3083,high
323446636,A,147.07185,high
323446644,A,147.64155,high
323446690,A,151.01055,high
323446702,A,151.6815,high
325446696,A,145.82835,high
325446704,A,150.9264,high
325446708,A,148.70145,high
325446716,A,146.60235,high
325446850,A,153.28695,high
325446858,A,149.5515,high
325446862,A,152.5515,high
325446866,A,151.1547,high
325446870,A,149.9733,high
325446890,A,148.5657,high
325446902,A,149.25915,high
325446910,A,151.06125,high
327446592,A,142.24515,high
327446596,A,138.55335,high
327446604,A,142.20915,high
327446608,A,147.71025,high
327446612,A,148.31265,high
327446616,A,148.4082,high
327446640,A,143.66955,high
327446644,A,143.9568,high
327446648,A,145.8369,high
327446690,A,146.95845,high
327446706,A,143.4168,high
327446710,A,148.0974,high
327446714,A,140.7813,high
327446718,A,146.526,high
329446692,A,147.8967,high
329446704,A,147.94095,high
329446708,A,151.45845,high
329446712,A,147.66225,high
329446850,A,148.9476,high
329446854,A,147.8196,high
329446858,A,148.55745,high
329446866,A,145.78785,high
329446870,A,147.02025,high
329446874,A,149.9172,high
329446878,A,148.90305,high
329446886,A,147.83265,high
329446898,A,145.96965,high
329446902,A,147.288,high
329446906,A,148.7034,high
329446910,A,146.1354,high
331446628,A,145.3266,high
331446632,A,145.0794,high
331446658,A,151.53825,high
331446662,A,147.03675,high
331446670,A,148.44345,high
333446656,A,148.5384,high
333446660,A,148.2864,high
333446668,A,146.6874,high
333446672,A,144.4905,high
333446858,A,147.1098,high
333446862,A,146.7081,high
333446882,A,147.61455,high
333446910,A,154.2093,high
33494116,A,74.0394,low
33494120,A,74.68125,low
33494136,A,72.76305,low
33494140,B,85.26705,low
33494166,A,73.33245,low
343446890,A,152.52525,high
343446894,A,151.54785,high
343446912,A,156.06375,high
343446916,A,152.2017,high
343446920,A,151.01475,high
343446924,A,155.97645,high
343446928,A,151.70385,high
343446932,A,153.2667,high
343446936,A,151.902,high
343446940,A,147.16635,high
343446944,A,149.45925,high
343446948,A,155.30595,high
343446956,A,152.23575,high
343446960,A,146.58195,high
345446666,A,148.9194,high
345446690,A,149.15655,high
345446694,A,155.0574,high
345446710,A,156.747,high
345446880,A,148.6416,high
345446884,A,150.40245,high
349446658,A,153.5061,high
349446662,A,148.91175,high
349446666,A,152.18235,high
349446670,A,153.87015,high
349446674,A,152.16435,high
349446678,A,155.9079,high
349446682,A,152.28525,high
349446686,A,152.1492,high
349446690,A,152.679,high
349446706,A,149.4033,high
349446710,A,154.54215,high
349446896,A,151.1517,high
349446900,A,149.21775,high
35494162,A,74.6139,low
35494392,A,74.4534,low
3621681186,B,84.90285,low
3621681190,B,84.7362,low
3621681194,B,78.0558,low
3621681198,A,68.7366,low
3621681198,B,77.5875,low
3621681202,B,93.90945,low
3621681344,B,79.2369,low
3621681356,A,74.34285,low
3621681360,B,79.9269,low
3623681090,A,73.2582,low
3623681094,B,75.6351,low
3623681098,B,75.3861,low
3623681102,A,70.9332,low
3623681102,B,82.9389,low
3623681106,A,67.6572,low
3623681106,B,89.19915,low
3623681110,A,66.10965,low
3623681110,B,77.8443,low
3623681118,A,61.98,low
3623681118,B,86.75505,low
3623681122,A,68.32215,low
3623681122,B,77.82405,low
3623681126,A,60.5481,low
3623681126,B,85.2495,low
3623681134,A,65.3415,low
3623681134,B,79.54875,low
3623681142,B,86.92215,low
3623681184,A,70.4646,low
3623681184,B,95.3367,low
3623681188,A,67.6179,low
3623681188,B,86.2197,low
3623681192,B,74.91045,low
3623681204,A,66.20385,low
3623681204,B,73.97295,low
3625681202,A,71.34075,low
3625681202,B,88.3809,low
3625681344,A,74.68875,low
3625681348,A,68.4021,low
3625681348,B,91.728,low
3625681356,A,67.2228,low
3625681356,B,74.42295,low
3625681388,A,71.4438,low
3625681388,B,82.5168,low
3625681392,A,72.6528,low
3625681392,B,88.63455,low
3625681396,B,74.0673,low
3625681404,A,74.6391,low
3627681094,B,83.2875,low
3627681146,B,80.24985,low
3627681150,A,71.36775,low
3627681150,B,84.8172,low
371447024,A,149.1309,high
371447028,A,152.04915,high
371447032,A,149.99265,high
371447036,A,151.70175,high
373446778,A,148.7994,high
37494370,B,86.4036,low
37494378,B,89.3127,low
37494386,A,75.91605,low
37494386,B,87.5946,low
37494400,B,89.34975,low
37494408,A,73.31025,low
37494416,B,83.7024,low
37494420,A,76.55505,low
37494420,B,87.52425,low
37494428,A,76.7448,low
37494428,B,87.23535,low
37494432,A,73.3692,low
37494444,A,77.51025,low
37494444,B,81.41025,low
3834719044,B,63.35175,low
3834719080,A,64.87095,low
3838719142,B,70.93395,low
3840719298,B,56.50905,low
3844719152,A,74.1186,low
3844719354,B,59.8005,low
3846719080,B,64.8096,low
3846719084,A,57.144,low
3846719092,A,54.585,low
3846719100,A,54.06135,low
39494146,B,84.94215,low
39494162,A,80.87775,low
39494162,B,77.36895,low
39494170,A,79.3761,low
39494170,B,85.68105,low
39494174,B,85.0875,low
39494182,B,86.2092,low
39494368,A,69.88185,low
39494376,A,73.35615,low
39494376,B,83.3088,low
39494380,A,75.64485,low
39494388,A,71.3997,low
41494386,B,91.94895,low
41494394,A,77.26905,low
41494398,B,85.40175,low
41494428,A,73.0863,low
41494444,B,89.39055,low
41494452,A,74.2878,low
41494452,B,86.4978,low
41494456,B,88.36095,low
4167773542,A,68.59785,low
4167773568,A,71.0202,low
4167773572,A,69.77145,low
4167773580,A,75.1977,low
4167773596,B,78.1854,low
4167773604,A,70.92195,low
4169773314,B,81.36645,low
4169773318,A,68.2689,low
4169773334,A,73.509,low
4169773338,B,75.7992,low
4169773358,B,78.2316,low
4169773374,B,79.26135,low
4169773540,B,85.2246,low
4169773544,B,76.1109,low
4169773564,B,78.2172,low
4171773542,B,64.90125,low
4171773550,B,70.01865,low
4171773558,A,68.0601,low
4171773568,B,80.36835,low
4171773572,B,73.97565,low
4171773576,B,76.53525,low
4171773580,A,66.54375,low
4171773584,A,67.1799,low
4171773592,B,82.99275,low
4171773596,A,72.35115,low
4171773596,B,79.80435,low
4171773604,B,79.38495,low
4171773608,A,65.56575,low
4171773612,A,65.3619,low
4171773620,A,69.88815,low
4173773318,A,65.8134,low
4173773326,A,62.03835,low
4173773326,B,57.7392,low
4173773330,A,60.0345,low
4173773334,B,65.76105,low
4173773362,A,62.04705,low
4173773370,A,63.789,low
4173773544,B,62.0994,low
4173773564,B,58.26615,low
4175773538,A,72.07185,low
4175773554,A,74.8848,low
4175773554,B,79.41285,low
4175773558,A,71.943,low
4175773558,B,70.3251,low
4175773562,A,73.01565,low
4175773568,A,70.3083,low
4175773568,B,74.3157,low
4175773572,A,72.42495,low
4175773584,B,76.24185,low
4175773588,B,81.83835,low
4175773600,A,68.61255,low
4175773624,A,70.8984,low
4175773624,B,68.7492,low
4175773628,B,79.4604,low
4177773322,B,80.8818,low
4177773326,A,75.00615,low
4177773330,A,74.7381,low
4177773350,A,72.86265,low
4177773362,A,73.1898,low
4177773362,B,78.5286,low
4177773370,B,79.22415,low
4177773374,A,71.27145,low
4177773374,B,78.2958,low
4177773556,B,79.8621,low
4177773560,A,70.9191,low
4179773506,A,71.11035,low
4179773506,B,78.04575,low
4179773518,A,71.46465,low
4179773576,A,74.7579,low
4179773576,B,82.1292,low
4179773580,A,77.8926,low
4179773596,A,69.2805,low
4179773596,B,78.91125,low
4179773600,B,80.89155,low
4179773604,A,71.16225,low
4179773604,B,76.95825,low
4179773608,A,77.0127,low
4179773608,B,83.64375,low
4179773616,B,80.2518,low
4179773628,B,75.7299,low
4181773318,A,75.95715,low
4181773354,B,73.1538,low
4181773358,A,64.8966,low
4181773366,A,71.4918,low
4181773366,B,78.95955,low
4181773512,A,68.56845,low
4187773526,A,78.20955,low
4187773530,A,72.9171,low
4187773534,A,75.3621,low
4187773534,B,83.37885,low
4189773378,B,81.73245,low
4189773390,A,81.92955,low
4189773394,B,82.4331,low
4189773398,A,76.59255,low
4189773402,A,73.3311,low
4189773406,B,85.1316,low
4189773414,A,78.1875,low
4189773414,B,85.93425,low
4189773418,B,86.6982,low
4189773434,B,84.9375,low
4189773472,B,84.4305,low
4189773476,B,84.0453,low
4189773480,A,71.9487,low
4189773480,B,83.4648,low
4199773446,B,89.40495,low
4199773454,A,73.0263,low
4199773466,A,71.29815,low
4199773466,B,84.6372,low
4199773632,B,86.10045,low
4199773636,A,77.16615,low
4199773636,B,82.80465,low
4199773640,B,78.8424,low
4199773644,B,86.90985,low
4199773668,B,82.8237,low
4199773684,A,76.3008,low
4199773692,A,79.15485,low
4201773382,B,90.38175,low
4201773386,B,88.52175,low
4201773390,A,75.2973,low
4201773406,A,76.46445,low
4201773430,B,80.31345,low
4201773434,A,71.343,low
4201773438,A,69.9066,low
4201773440,B,80.4498,low
4201773444,A,74.4414,low
4201773444,B,85.90215,low
4203773450,A,79.60575,low
4203773450,B,81.3153,low
4203773632,A,78.0987,low
4203773636,B,78.0141,low
4203773640,A,73.9929,low
4203773652,A,79.06485,low
4203773652,B,79.9785,low
4203773680,B,81.04815,low
4203773692,A,73.9743,low
4207773458,A,70.0971,low
4207773470,A,78.31905,low
4207773656,A,74.30625,low
4207773660,A,77.49675,low
4207773668,A,74.82855,low
4207773688,A,70.55895,low
4207773688,B,72.3054,low
4209773402,B,71.3148,low
4209773406,B,73.42725,low
4209773410,A,74.9751,low
4209773414,B,75.42495,low
4209773418,A,72.65025,low
4209773422,B,78.8181,low
4209773426,B,77.81535,low
4209773430,B,70.6911,low
4209773434,A,73.63515,low
4209773456,B,75.70455,low
4209773460,B,75.4239,low
4211773444,A,76.689,low
4211773448,A,72.31545,low
4211773456,A,72.49155,low
4211773464,A,74.37465,low
4211773472,B,72.12105,low
4211773476,A,72.0993,low
4211773476,B,72.41775,low
4211773480,B,73.94085,low
4211773500,B,80.24115,low
4211773666,B,75.2127,low
4211773670,A,78.5892,low
4211773678,B,83.4441,low
4211773694,A,72.0033,low
4213773664,A,79.18275,low
4213773668,A,79.20765,low
4213773698,A,79.4268,low
4213773698,B,75.6669,low
4213773706,B,85.52775,low
4213773710,A,80.2428,low
4213773710,B,79.5681,low
4213773714,A,75.2805,low
4213773714,B,76.47015,low
4213773718,A,80.65905,low
4213773722,A,80.1816,low
4213773726,B,85.22895,low
4213773730,B,81.5106,low
4213773734,A,85.83975,low
4213773734,B,77.8581,low
4213773738,A,81.23025,low
4213773746,A,74.23665,low
4215773456,B,63.59325,low
4215773500,B,77.68605,low
4215773674,B,64.34325,low
4217773676,B,69.11955,low
4217773684,A,71.42775,low
4217773688,A,71.73585,low
4217773702,B,60.9621,low
4217773706,B,67.5171,low
4217773742,B,63.0513,low
4217773754,B,62.9937,low
4219773440,A,70.70115,low
4219773444,A,70.62765,low
4219773448,A,70.0122,low
4219773448,B,72.98565,low
4219773452,A,72.07995,low
4219773488,B,79.87845,low
4219773492,A,70.1799,low
4219773492,B,67.9578,low
4219773496,A,70.06545,low
4219773500,B,71.85495,low
4219773682,B,74.4918,low
4219773694,A,70.8924,low
4221773640,A,77.71905,low
4221773702,A,70.62,low
4221773722,A,70.76895,low
4221773730,B,75.6324,low
4221773746,B,72.2598,low
4221773754,B,74.8368,low
4223773444,A,61.0134,low
4223773448,A,65.7687,low
4223773452,A,78.75585,low
4223773452,B,85.16235,low
4223773476,A,62.0319,low
4223773476,B,58.96995,low
4223773480,A,56.7708,low
4223773484,A,57.8457,low
4223773488,B,57.6486,low
4223773496,B,64.7199,low
4223773638,B,68.1342,low
4225773644,A,62.46615,low
4225773652,A,65.07885,low
4225773698,B,67.39995,low
4225773702,A,63.5136,low
4225773702,B,72.3765,low
4225773710,B,61.9851,low
4225773730,A,66.88155,low
4225773738,A,66.4386,low
4225773746,A,62.87865,low
4225773750,A,64.6068,low
4225773750,B,71.2104,low
4227773484,A,62.03595,low
4227773488,B,68.92695,low
4227773492,A,62.007,low
4227773500,A,63.2613,low
4227773500,B,70.40355,low
4227773654,B,62.80455,low
4227773658,B,71.55435,low
4227773662,B,67.14225,low
4229773632,B,67.31955,low
4229773652,A,69.4599,low
4229773652,B,81.44055,low
4229773698,A,63.73965,low
4229773718,A,64.4532,low
4229773722,A,63.04335,low
4229773722,B,66.38145,low
4229773726,B,76.78335,low
4229773730,B,64.6767,low
4229773746,A,71.10945,low
4229773746,B,65.9526,low
4229773758,B,66.56505,low
43494150,B,91.42185,low
43494158,B,88.5447,low
43494166,A,77.00475,low
43494170,A,77.0565,low
43494170,B,88.18395,low
43494178,A,73.3785,low
43494178,B,94.39935,low
43494194,A,75.6015,low
43494198,B,91.86645,low
43494206,A,74.8647,low
43494206,B,89.87895,low
43494368,A,75.34065,low
43494392,B,91.93665,low
665222750,A,151.3224,high
665222754,A,152.0331,high
665222758,A,150.43815,high
665222766,A,148.81395,high
665222796,A,153.81675,high
665222800,A,148.4601,high
665222804,A,153.69495,high
665222808,A,147.5775,high
665222812,A,152.12115,high
675222832,A,152.50275,high
675222836,A,156.47775,high
675222840,A,150.52635,high
